Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Jobs/Page_OrangeHRM/i_-- Select --_oxd-icon bi-caret-up-fill ox_627fec_1_2_3_4""))",Chrome 131.0.0.0,,,26-12-2024 23:31:02,26-12-2024 23:31:02,0.463s,PASSED
"click(findTestObject(""Employee-Onboarding/Employee_Salary_Detail_Objects/Page_OrangeHRM/custom_object_for_dropdown"", [""value"":Employee_Status]))",Chrome 131.0.0.0,,,26-12-2024 23:31:02,26-12-2024 23:31:03,0.466s,PASSED
"comment(""Step 10: Click the ""Save"" button to save the updated job details for the employee"")",Chrome 131.0.0.0,,,26-12-2024 23:31:03,26-12-2024 23:31:03,0.001s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Jobs/Page_OrangeHRM/button_Save""))",Chrome 131.0.0.0,,,26-12-2024 23:31:03,26-12-2024 23:31:03,0.460s,PASSED
,,,,,,,
Test Cases/Employee_Onboarding/TC_Employee_Job_Details,Chrome 131.0.0.0,,,26-12-2024 23:31:03,26-12-2024 23:31:21,17.397s,PASSED
"comment(""Step 1: Click on the ""PIM"" tab to access the Employee Management section"")",Chrome 131.0.0.0,,,26-12-2024 23:31:03,26-12-2024 23:31:03,0.000s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Jobs/Page_OrangeHRM/a_PIM""))",Chrome 131.0.0.0,,,26-12-2024 23:31:03,26-12-2024 23:31:06,2.393s,PASSED
"comment(""Step 2: Set the employee name ""Alice Johnson"" in the search input field"")",Chrome 131.0.0.0,,,26-12-2024 23:31:06,26-12-2024 23:31:06,0.000s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Employee_Jobs/Page_OrangeHRM/input""), Fullname)",Chrome 131.0.0.0,,,26-12-2024 23:31:06,26-12-2024 23:31:08,2.053s,PASSED
"comment(""Step 3: Click the ""Search"" button to search for the employee"")",Chrome 131.0.0.0,,,26-12-2024 23:31:08,26-12-2024 23:31:08,0.001s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Jobs/Page_OrangeHRM/button_Search""))",Chrome 131.0.0.0,,,26-12-2024 23:31:08,26-12-2024 23:31:08,0.479s,PASSED
"comment(""Step 1: Select the employee record by clicking on the employee ID"")",Chrome 131.0.0.0,,,26-12-2024 23:31:08,26-12-2024 23:31:08,0.001s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Jobs/Page_OrangeHRM/div_0034008""))",Chrome 131.0.0.0,,,26-12-2024 23:31:08,26-12-2024 23:31:10,1.476s,PASSED
"comment(""Step 2: Click on the ""Job"" tab in the employee details section"")",Chrome 131.0.0.0,,,26-12-2024 23:31:10,26-12-2024 23:31:10,0.001s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Jobs/Page_OrangeHRM/a_Job""))",Chrome 131.0.0.0,,,26-12-2024 23:31:10,26-12-2024 23:31:13,3.026s,PASSED
"comment(""Step 3: Open the date picker for ""Joined Date"""")",Chrome 131.0.0.0,,,26-12-2024 23:31:13,26-12-2024 23:31:13,0.001s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Jobs/Page_OrangeHRM/i_Joined Date_oxd-icon bi-calendar oxd-date_38329e""))",Chrome 131.0.0.0,,,26-12-2024 23:31:13,26-12-2024 23:31:15,2.317s,PASSED
"comment(""Step 4: Select the 31st as the ""Joined Date"""")",Chrome 131.0.0.0,,,26-12-2024 23:31:15,26-12-2024 23:31:15,0.001s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Jobs/Page_OrangeHRM/div_31""))",Chrome 131.0.0.0,,,26-12-2024 23:31:15,26-12-2024 23:31:15,0.028s,PASSED
"comment(""Step 5: Open the dropdown menu to make selections (e.g., job title, employment type)"")",Chrome 131.0.0.0,,,26-12-2024 23:31:15,26-12-2024 23:31:15,0.000s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Jobs/Page_OrangeHRM/i_-- Select --_oxd-icon bi-caret-up-fill ox_627fec""))",Chrome 131.0.0.0,,,26-12-2024 23:31:15,26-12-2024 23:31:16,0.460s,PASSED
"click(findTestObject(""Employee-Onboarding/Employee_Salary_Detail_Objects/Page_OrangeHRM/custom_object_for_dropdown"", [""value"":Job_Title]))",Chrome 131.0.0.0,,,26-12-2024 23:31:16,26-12-2024 23:31:16,0.467s,PASSED
"comment(""Step 6: Select the desired job option from the dropdown"")",Chrome 131.0.0.0,,,26-12-2024 23:31:16,26-12-2024 23:31:16,0.000s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Jobs/Page_OrangeHRM/i_-- Select --_oxd-icon bi-caret-up-fill ox_627fec_1""))",Chrome 131.0.0.0,,,26-12-2024 23:31:16,26-12-2024 23:31:17,0.975s,PASSED
"click(findTestObject(""Employee-Onboarding/Employee_Salary_Detail_Objects/Page_OrangeHRM/custom_object_for_dropdown"", [""value"":Job_Category]))",Chrome 131.0.0.0,,,26-12-2024 23:31:17,26-12-2024 23:31:18,0.454s,PASSED
"comment(""Step 7: Select the desired job category from the dropdown"")",Chrome 131.0.0.0,,,26-12-2024 23:31:18,26-12-2024 23:31:18,0.001s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Jobs/Page_OrangeHRM/i_-- Select --_oxd-icon bi-caret-up-fill ox_627fec_1_2""))",Chrome 131.0.0.0,,,26-12-2024 23:31:18,26-12-2024 23:31:18,0.461s,PASSED
"click(findTestObject(""Employee-Onboarding/Employee_Salary_Detail_Objects/Page_OrangeHRM/custom_object_for_dropdown"", [""value"":Sub_Unit]))",Chrome 131.0.0.0,,,26-12-2024 23:31:18,26-12-2024 23:31:18,0.469s,PASSED
"comment(""Step 8: Select the desired sub-category from the dropdown"")",Chrome 131.0.0.0,,,26-12-2024 23:31:18,26-12-2024 23:31:18,0.000s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Jobs/Page_OrangeHRM/i_-- Select --_oxd-icon bi-caret-up-fill ox_627fec_1_2_3""))",Chrome 131.0.0.0,,,26-12-2024 23:31:18,26-12-2024 23:31:19,0.460s,PASSED
"click(findTestObject(""Employee-Onboarding/Employee_Salary_Detail_Objects/Page_OrangeHRM/custom_object_for_dropdown"", [""value"":Location]))",Chrome 131.0.0.0,,,26-12-2024 23:31:19,26-12-2024 23:31:19,0.463s,PASSED
"comment(""Step 9: Finalize the job details by selecting the appropriate options from the dropdown"")",Chrome 131.0.0.0,,,26-12-2024 23:31:19,26-12-2024 23:31:19,0.001s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Jobs/Page_OrangeHRM/i_-- Select --_oxd-icon bi-caret-up-fill ox_627fec_1_2_3_4""))",Chrome 131.0.0.0,,,26-12-2024 23:31:19,26-12-2024 23:31:20,0.468s,PASSED
"click(findTestObject(""Employee-Onboarding/Employee_Salary_Detail_Objects/Page_OrangeHRM/custom_object_for_dropdown"", [""value"":Employee_Status]))",Chrome 131.0.0.0,,,26-12-2024 23:31:20,26-12-2024 23:31:20,0.463s,PASSED
"comment(""Step 10: Click the ""Save"" button to save the updated job details for the employee"")",Chrome 131.0.0.0,,,26-12-2024 23:31:20,26-12-2024 23:31:20,0.001s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Jobs/Page_OrangeHRM/button_Save""))",Chrome 131.0.0.0,,,26-12-2024 23:31:20,26-12-2024 23:31:21,0.464s,PASSED
,,,,,,,
Test Cases/Employee_Onboarding/TC_Employee_Job_Details,Chrome 131.0.0.0,,,26-12-2024 23:31:21,26-12-2024 23:31:39,17.752s,PASSED
"comment(""Step 1: Click on the ""PIM"" tab to access the Employee Management section"")",Chrome 131.0.0.0,,,26-12-2024 23:31:21,26-12-2024 23:31:21,0.001s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Jobs/Page_OrangeHRM/a_PIM""))",Chrome 131.0.0.0,,,26-12-2024 23:31:21,26-12-2024 23:31:23,2.146s,PASSED
"comment(""Step 2: Set the employee name ""Alice Johnson"" in the search input field"")",Chrome 131.0.0.0,,,26-12-2024 23:31:23,26-12-2024 23:31:23,0.001s,PASSED
"setText(findTestObject(""Object Repository/Employee-Onboarding/Employee_Jobs/Page_OrangeHRM/input""), Fullname)",Chrome 131.0.0.0,,,26-12-2024 23:31:23,26-12-2024 23:31:25,2.023s,PASSED
"comment(""Step 3: Click the ""Search"" button to search for the employee"")",Chrome 131.0.0.0,,,26-12-2024 23:31:25,26-12-2024 23:31:25,0.002s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Jobs/Page_OrangeHRM/button_Search""))",Chrome 131.0.0.0,,,26-12-2024 23:31:25,26-12-2024 23:31:25,0.467s,PASSED
"comment(""Step 1: Select the employee record by clicking on the employee ID"")",Chrome 131.0.0.0,,,26-12-2024 23:31:25,26-12-2024 23:31:25,0.000s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Jobs/Page_OrangeHRM/div_0034008""))",Chrome 131.0.0.0,,,26-12-2024 23:31:25,26-12-2024 23:31:27,1.905s,PASSED
"comment(""Step 2: Click on the ""Job"" tab in the employee details section"")",Chrome 131.0.0.0,,,26-12-2024 23:31:27,26-12-2024 23:31:27,0.001s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Jobs/Page_OrangeHRM/a_Job""))",Chrome 131.0.0.0,,,26-12-2024 23:31:27,26-12-2024 23:31:31,3.295s,PASSED
"comment(""Step 3: Open the date picker for ""Joined Date"""")",Chrome 131.0.0.0,,,26-12-2024 23:31:31,26-12-2024 23:31:31,0.001s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Jobs/Page_OrangeHRM/i_Joined Date_oxd-icon bi-calendar oxd-date_38329e""))",Chrome 131.0.0.0,,,26-12-2024 23:31:31,26-12-2024 23:31:33,2.390s,PASSED
"comment(""Step 4: Select the 31st as the ""Joined Date"""")",Chrome 131.0.0.0,,,26-12-2024 23:31:33,26-12-2024 23:31:33,0.000s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Jobs/Page_OrangeHRM/div_31""))",Chrome 131.0.0.0,,,26-12-2024 23:31:33,26-12-2024 23:31:33,0.030s,PASSED
"comment(""Step 5: Open the dropdown menu to make selections (e.g., job title, employment type)"")",Chrome 131.0.0.0,,,26-12-2024 23:31:33,26-12-2024 23:31:33,0.001s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Jobs/Page_OrangeHRM/i_-- Select --_oxd-icon bi-caret-up-fill ox_627fec""))",Chrome 131.0.0.0,,,26-12-2024 23:31:33,26-12-2024 23:31:34,0.462s,PASSED
"click(findTestObject(""Employee-Onboarding/Employee_Salary_Detail_Objects/Page_OrangeHRM/custom_object_for_dropdown"", [""value"":Job_Title]))",Chrome 131.0.0.0,,,26-12-2024 23:31:34,26-12-2024 23:31:34,0.481s,PASSED
"comment(""Step 6: Select the desired job option from the dropdown"")",Chrome 131.0.0.0,,,26-12-2024 23:31:34,26-12-2024 23:31:34,0.000s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Jobs/Page_OrangeHRM/i_-- Select --_oxd-icon bi-caret-up-fill ox_627fec_1""))",Chrome 131.0.0.0,,,26-12-2024 23:31:34,26-12-2024 23:31:35,0.873s,PASSED
"click(findTestObject(""Employee-Onboarding/Employee_Salary_Detail_Objects/Page_OrangeHRM/custom_object_for_dropdown"", [""value"":Job_Category]))",Chrome 131.0.0.0,,,26-12-2024 23:31:35,26-12-2024 23:31:35,0.460s,PASSED
"comment(""Step 7: Select the desired job category from the dropdown"")",Chrome 131.0.0.0,,,26-12-2024 23:31:35,26-12-2024 23:31:35,0.001s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Jobs/Page_OrangeHRM/i_-- Select --_oxd-icon bi-caret-up-fill ox_627fec_1_2""))",Chrome 131.0.0.0,,,26-12-2024 23:31:35,26-12-2024 23:31:36,0.439s,PASSED
"click(findTestObject(""Employee-Onboarding/Employee_Salary_Detail_Objects/Page_OrangeHRM/custom_object_for_dropdown"", [""value"":Sub_Unit]))",Chrome 131.0.0.0,,,26-12-2024 23:31:36,26-12-2024 23:31:36,0.454s,PASSED
"comment(""Step 8: Select the desired sub-category from the dropdown"")",Chrome 131.0.0.0,,,26-12-2024 23:31:36,26-12-2024 23:31:36,0.000s,PASSED
"click(findTestObject(""Object Repository/Employee-Onboarding/Employee_Jobs/Page_OrangeHRM/i_-- Select --_oxd-icon bi-caret-up-fill ox_627fec_1_2_3""))",Chrome 131.0.0.0,,,26-12-2024 23:31:36,26-12-2024 23:31:37,0.459s,PASSED
"click(findTestObject(""Employee-Onboarding/Employee_Salary_Detail_Objects/Page_OrangeHRM/custom_object_for_dropdown"", [""value"":Location]))",Chrome 131.0.0.0,,,26-12-2024 23:31:37,26-12-2024 23:31:37,0.463s,PASSED
"comment(""Step 9: Finalize the job details by selecting the appropriate options from the dropdown"")",Chrome 131.0.0.0,,,26-12-2024 23:31:37,26-12-2024 23:31:37,0.001s,PASSED
